tld,suffix,country,category,reference
family,family,,,"2015-04-02 Dog Beach, LLC"
fan,fan,,,"2014-03-06 Dog Beach, LLC"
fans,fans,,,2014-11-07 ZDNS International Limited
farm,farm,,,"2013-11-07 Binky Moon, LLC"
farm,storj.farm,,,https://storj.io
farmers,farmers,,,2015-07-09 Farmers Insurance Exchange
fashion,fashion,,,"2014-07-03 Registry Services, LLC"
fast,fast,,,"2014-12-18 Amazon Registry Services, Inc."
fedex,fedex,,,2015-08-06 Federal Express Corporation
feedback,feedback,,,"2013-12-19 Top Level Spectrum, Inc."
ferrari,ferrari,,,2015-07-31 Fiat Chrysler Automobiles N.V.
ferrero,ferrero,,,2014-12-18 Ferrero Trading Lux S.A.
fi,123kotisivu.fi,FI,,https://www.omnibond.com
fi,aland.fi,FI,,https://en.wikipedia.org/wiki/.ax
fi,blogspot.fi,FI,,http://www.goip.de
fi,demo.datacenter.fi,FI,,https://jelastic.com
fi,dy.fi,FI,,http://dy.fi
fi,fi,FI,,https://en.wikipedia.org/wiki/.fi
fi,fi.cloudplatform.fi,FI,,https://jelastic.com
fi,häkkinen.fi,FI,,https://www.hostbip.com
fi,iki.fi,FI,,http://www.icilalune.com
fi,kapsi.fi,FI,,https://kapsi.fi
fi,myspreadshop.fi,FI,,https://www.spreadshop.com
fi,paas.datacenter.fi,FI,,https://jelastic.com
fiat,fiat,,,2015-07-31 Fiat Chrysler Automobiles N.V.
fidelity,fidelity,,,2015-07-30 Fidelity Brokerage Services LLC
fido,fido,,,2015-08-06 Rogers Communications Canada Inc.
film,film,,,2015-01-08 Motion Picture Domain Registry Pty Ltd
final,final,,,2014-10-16 Núcleo de Informação e Coordenação do Ponto BR - NIC.br
finance,finance,,,"2014-03-20 Binky Moon, LLC"
financial,co.financial,,,https://Lifetime.Hosting
financial,financial,,,"2014-03-06 Binky Moon, LLC"
fire,fire,,,"2015-06-25 Amazon Registry Services, Inc."
firestone,firestone,,,"2014-12-18 Bridgestone Licensing Services, Inc"
firmdale,firmdale,,,2014-03-27 Firmdale Holdings Limited
fish,fish,,,"2013-12-12 Binky Moon, LLC"
fishing,fishing,,,"2013-11-21 Registry Services, LLC"
fit,fit,,,"2014-11-07 Registry Services, LLC"
fitness,fitness,,,"2014-03-06 Binky Moon, LLC"
fj,ac.fj,FJ,education,http://domains.fj
fj,biz.fj,FJ,,http://domains.fj
fj,com.fj,FJ,,http://domains.fj
fj,fj,FJ,,http://domains.fj
fj,gov.fj,FJ,government,http://domains.fj
fj,info.fj,FJ,,http://domains.fj
fj,mil.fj,FJ,military,http://domains.fj
fj,name.fj,FJ,,http://domains.fj
fj,net.fj,FJ,,http://domains.fj
fj,org.fj,FJ,,http://domains.fj
fj,pro.fj,FJ,,http://domains.fj
flickr,flickr,,,"2015-04-02 Flickr, Inc."
flights,flights,,,"2013-12-05 Binky Moon, LLC"
flir,flir,,,"2015-07-23 FLIR Systems, Inc."
florist,florist,,,"2013-11-07 Binky Moon, LLC"
flowers,flowers,,,2014-10-09 XYZ.COM LLC
fly,fly,,,2014-05-08 Charleston Road Registry Inc.
fm,com.fm,FM,,https://en.wikipedia.org/wiki/.fm
fm,edu.fm,FM,education,https://en.wikipedia.org/wiki/.fm
fm,fm,FM,,https://en.wikipedia.org/wiki/.fm
fm,net.fm,FM,,https://en.wikipedia.org/wiki/.fm
fm,org.fm,FM,,https://en.wikipedia.org/wiki/.fm
fm,radio.fm,FM,,https://brsmedia.com
fo,fo,FO,,https://en.wikipedia.org/wiki/.fo
foo,foo,,,2014-01-23 Charleston Road Registry Inc.
food,food,,,"2016-04-21 Lifestyle Domain Holdings, Inc."
foodnetwork,foodnetwork,,,"2015-07-02 Lifestyle Domain Holdings, Inc."
football,football,,,"2014-12-18 Binky Moon, LLC"
ford,ford,,,2014-11-13 Ford Motor Company
forex,forex,,,"2014-12-11 Dog Beach, LLC"
forsale,forsale,,,"2014-05-22 Dog Beach, LLC"
forum,forum,,,"2015-04-02 Fegistry, LLC"
foundation,foundation,,,2013-12-05 Public Interest Registry
fox,fox,,,"2015-09-11 FOX Registry, LLC"
fr,123siteweb.fr,FR,,https://www.omnibond.com
fr,aeroport.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,asso.fr,FR,,https://www.afnic.fr/medias/documents/Cadre_legal/Afnic_Naming_Policy_12122016_VEN.pdf
fr,avocat.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,avoues.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,blogspot.fr,FR,,http://www.goip.de
fr,cci.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,chambagri.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,chirurgiens-dentistes-en-france.fr,FR,,https://ppcom.fr
fr,chirurgiens-dentistes.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,com.fr,FR,,https://www.afnic.fr/medias/documents/Cadre_legal/Afnic_Naming_Policy_12122016_VEN.pdf
fr,dedibox.fr,FR,,https://www.scaleway.com
fr,en-root.fr,FR,,https://en-root.org
fr,experts-comptables.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,fbx-os.fr,FR,,http://www.freebox.fr
fr,fbxos.fr,FR,,http://www.freebox.fr
fr,fr,FR,,https://www.afnic.fr/medias/documents/Cadre_legal/Afnic_Naming_Policy_12122016_VEN.pdf
fr,freebox-os.fr,FR,,http://www.freebox.fr
fr,freeboxos.fr,FR,,http://www.freebox.fr
fr,geometre-expert.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,goupile.fr,FR,,https://goupile.fr
fr,gouv.fr,FR,government,https://www.afnic.fr/medias/documents/Cadre_legal/Afnic_Naming_Policy_12122016_VEN.pdf
fr,greta.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,huissier-justice.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,medecin.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,myspreadshop.fr,FR,,https://www.spreadshop.com
fr,nom.fr,FR,,https://www.afnic.fr/medias/documents/Cadre_legal/Afnic_Naming_Policy_12122016_VEN.pdf
fr,notaires.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,on-web.fr,FR,,https://www.planet-work.com
fr,pharmacien.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,port.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,prd.fr,FR,,https://www.afnic.fr/medias/documents/Cadre_legal/Afnic_Naming_Policy_12122016_VEN.pdf
fr,tm.fr,FR,,https://www.afnic.fr/medias/documents/Cadre_legal/Afnic_Naming_Policy_12122016_VEN.pdf
fr,veterinaire.fr,FR,,https://www.afnic.fr/en/products-and-services/the-fr-tld/sector-based-fr-domains-4.html
fr,ynh.fr,FR,,https://yunohost.org
free,free,,,"2015-12-10 Amazon Registry Services, Inc."
fresenius,fresenius,,,2015-07-30 Fresenius Immobilien-Verwaltungs-GmbH
frl,frl,NL,,2014-05-15 FRLregistry B.V.
frogans,frogans,,,2013-12-19 OP3FT
frontdoor,frontdoor,,,"2015-07-02 Lifestyle Domain Holdings, Inc."
frontier,frontier,,,2015-02-05 Frontier Communications Corporation
ftr,ftr,,,2015-07-16 Frontier Communications Corporation
fujitsu,fujitsu,,,2015-07-30 Fujitsu Limited
fun,fun,,,2016-01-14 Radix FZC
fund,fund,,,"2014-03-20 Binky Moon, LLC"
furniture,furniture,,,"2014-03-20 Binky Moon, LLC"
futbol,futbol,,,"2013-09-20 Dog Beach, LLC"
fyi,fyi,,,"2015-04-02 Binky Moon, LLC"
ga,ga,GA,,https://en.wikipedia.org/wiki/.ga
ga,go.ga,GA,government,https://en.wikipedia.org/wiki/.ga
ga,gouv.ga,GA,government,https://en.wikipedia.org/wiki/.ga
gal,gal,ES,,2013-11-07 Asociación puntoGAL
gallery,gallery,,,"2013-09-13 Binky Moon, LLC"
gallo,gallo,,,"2015-06-11 Gallo Vineyards, Inc."
gallup,gallup,,,"2015-02-19 Gallup, Inc."
game,game,,,2015-05-28 XYZ.COM LLC
games,games,,,"2015-05-28 Dog Beach, LLC"
gap,gap,,,"2015-07-31 The Gap, Inc."
garden,garden,,,"2014-06-26 Registry Services, LLC"
gay,gay,,,"2019-05-23 Top Level Design, LLC"
gb,gb,GB,,This registry is effectively dormant
gbiz,gbiz,,,2014-07-17 Charleston Road Registry Inc.
gd,edu.gd,GD,education,https://en.wikipedia.org/wiki/.gd
gd,gd,GD,,https://en.wikipedia.org/wiki/.gd
gd,gov.gd,GD,government,https://en.wikipedia.org/wiki/.gd
gdn,cnpy.gdn,,,https://cnpy.gdn
gdn,gdn,,,"2014-07-31 Joint Stock Company ""Navigation-information systems"""
ge,com.ge,GE,,http://www.nic.net.ge/policy_en.pdf
ge,edu.ge,GE,education,http://www.nic.net.ge/policy_en.pdf
ge,ge,GE,,http://www.nic.net.ge/policy_en.pdf
ge,gov.ge,GE,government,http://www.nic.net.ge/policy_en.pdf
ge,mil.ge,GE,military,http://www.nic.net.ge/policy_en.pdf
ge,net.ge,GE,,http://www.nic.net.ge/policy_en.pdf
ge,org.ge,GE,,http://www.nic.net.ge/policy_en.pdf
ge,pvt.ge,GE,,http://www.nic.net.ge/policy_en.pdf
gea,gea,,,2014-12-04 GEA Group Aktiengesellschaft
gent,gent,BE,,2014-01-23 Easyhost BV
genting,genting,,,2015-03-12 Resorts World Inc Pte. Ltd.
george,george,,,"2015-07-31 Wal-Mart Stores, Inc."
gf,gf,FR,,https://en.wikipedia.org/wiki/.gf
gg,co.gg,GG,,http://www.channelisles.net/register-domains
gg,cya.gg,GG,,https://ulterius.io
gg,daemon.panel.gg,GG,,https://wisp.gg
gg,gg,GG,,http://www.channelisles.net/register-domains
gg,kaas.gg,GG,,http://www.kaashosting.nl
gg,net.gg,GG,,http://www.channelisles.net/register-domains
gg,org.gg,GG,,http://www.channelisles.net/register-domains
gg,panel.gg,GG,,https://wisp.gg
ggee,ggee,,,"2014-01-09 GMO Internet, Inc."
gh,com.gh,GH,,https://en.wikipedia.org/wiki/.gh
gh,edu.gh,GH,education,https://en.wikipedia.org/wiki/.gh
gh,gh,GH,,https://en.wikipedia.org/wiki/.gh
gh,gov.gh,GH,government,https://en.wikipedia.org/wiki/.gh
gh,mil.gh,GH,military,https://en.wikipedia.org/wiki/.gh
gh,org.gh,GH,,https://en.wikipedia.org/wiki/.gh
gi,com.gi,GI,,http://www.nic.gi/rules.html
gi,edu.gi,GI,education,http://www.nic.gi/rules.html
gi,gi,GI,,http://www.nic.gi/rules.html
gi,gov.gi,GI,government,http://www.nic.gi/rules.html
gi,ltd.gi,GI,,http://www.nic.gi/rules.html
gi,mod.gi,GI,,http://www.nic.gi/rules.html
gi,org.gi,GI,,http://www.nic.gi/rules.html
gift,gift,,,"2013-10-17 DotGift, LLC"
gifts,gifts,,,"2014-07-03 Binky Moon, LLC"
gives,gives,,,2014-03-06 Public Interest Registry
giving,giving,,,2014-11-13 Public Interest Registry
gl,biz.gl,GL,,https://www.hostbip.com
gl,co.gl,GL,,https://en.wikipedia.org/wiki/.gl
gl,com.gl,GL,,https://en.wikipedia.org/wiki/.gl
gl,edu.gl,GL,education,https://en.wikipedia.org/wiki/.gl
gl,gl,GL,,https://en.wikipedia.org/wiki/.gl
gl,net.gl,GL,,https://en.wikipedia.org/wiki/.gl
gl,org.gl,GL,,https://en.wikipedia.org/wiki/.gl
gl,xx.gl,GL,,https://voxel.sh/dns
glass,glass,,,"2013-11-07 Binky Moon, LLC"
gle,gle,,,2014-07-24 Charleston Road Registry Inc.
global,global,,,2014-04-17 Dot Global Domain Registry Limited
globo,globo,,,2013-12-19 Globo Comunicação e Participações S.A
gm,edu.gm,GM,education,https://en.wikipedia.org/wiki/.gm
gm,gm,GM,,http://www.nic.gm/htmlpages%5Cgm-policy.htm
gm,gov.gm,GM,government,https://en.wikipedia.org/wiki/.gm
gmail,gmail,,,2014-05-01 Charleston Road Registry Inc.
gmbh,gmbh,,,"2016-01-29 Binky Moon, LLC"
gmo,gmo,,,"2014-01-09 GMO Internet, Inc."
gmx,gmx,,,2014-04-24 1&1 Mail & Media GmbH
gn,ac.gn,GN,education,http://psg.com/dns/gn/gn.txt
gn,com.gn,GN,,http://psg.com/dns/gn/gn.txt
gn,edu.gn,GN,education,http://psg.com/dns/gn/gn.txt
gn,gn,GN,,http://psg.com/dns/gn/gn.txt
gn,gov.gn,GN,government,http://psg.com/dns/gn/gn.txt
gn,net.gn,GN,,http://psg.com/dns/gn/gn.txt
gn,org.gn,GN,,http://psg.com/dns/gn/gn.txt
godaddy,godaddy,,,"2015-07-23 Go Daddy East, LLC"
gold,gold,,,"2015-01-22 Binky Moon, LLC"
goldpoint,goldpoint,,,"2014-11-20 YODOBASHI CAMERA CO.,LTD."
golf,golf,,,"2014-12-18 Binky Moon, LLC"
goo,goo,,,2014-12-18 NTT Resonant Inc.
goodyear,goodyear,,,2015-07-02 The Goodyear Tire & Rubber Company
goog,cloud.goog,,,http://www.goip.de
goog,goog,,,2014-11-20 Charleston Road Registry Inc.
goog,translate.goog,,,http://www.goip.de
google,google,,,2014-07-24 Charleston Road Registry Inc.
gop,gop,,,"2014-01-16 Republican State Leadership Committee, Inc."
got,got,,,"2014-12-18 Amazon Registry Services, Inc."
gov,gov,US,government,https://en.wikipedia.org/wiki/.gov
gp,app.gp,FR,,https://voxel.sh/dns
gp,asso.gp,FR,,http://www.nic.gp/index.php?lang=en
gp,com.gp,FR,,http://www.nic.gp/index.php?lang=en
gp,edu.gp,FR,education,http://www.nic.gp/index.php?lang=en
gp,gp,FR,,http://www.nic.gp/index.php?lang=en
gp,mobi.gp,FR,,http://www.nic.gp/index.php?lang=en
gp,net.gp,FR,,http://www.nic.gp/index.php?lang=en
gp,org.gp,FR,,http://www.nic.gp/index.php?lang=en
gq,gov.gq,GQ,government,https://en.wikipedia.org/wiki/.gq
gq,gq,GQ,,https://en.wikipedia.org/wiki/.gq
gq,mil.gq,GQ,military,https://en.wikipedia.org/wiki/.gq
gr,blogspot.gr,GR,,http://www.goip.de
gr,com.gr,GR,,https://grweb.ics.forth.gr/english/1617-B-2005.html
gr,edu.gr,GR,education,https://grweb.ics.forth.gr/english/1617-B-2005.html
gr,gov.gr,GR,government,https://grweb.ics.forth.gr/english/1617-B-2005.html
gr,gr,GR,,https://grweb.ics.forth.gr/english/1617-B-2005.html
gr,net.gr,GR,,https://grweb.ics.forth.gr/english/1617-B-2005.html
gr,org.gr,GR,,https://grweb.ics.forth.gr/english/1617-B-2005.html
gr,simplesite.gr,GR,,https://www.omnibond.com
grainger,grainger,,,"2015-05-07 Grainger Registry Services, LLC"
graphics,graphics,,,"2013-09-13 Binky Moon, LLC"
gratis,gratis,,,"2014-03-20 Binky Moon, LLC"
green,green,,,2014-05-08 Identity Digital Limited
gripe,gripe,,,"2014-03-06 Binky Moon, LLC"
grocery,grocery,,,"2016-06-16 Wal-Mart Stores, Inc."
group,discourse.group,,,https://www.discourse.org
group,group,,,"2014-08-15 Binky Moon, LLC"
gs,gs,GS,,https://en.wikipedia.org/wiki/.gs
gt,blog.gt,GT,,https://voxel.sh/dns
gt,com.gt,GT,,https://www.gt/sitio/registration_policy.php?lang=en
gt,de.gt,GT,,https://voxel.sh/dns
gt,edu.gt,GT,education,https://www.gt/sitio/registration_policy.php?lang=en
gt,gob.gt,GT,government,https://www.gt/sitio/registration_policy.php?lang=en
gt,gt,GT,,https://www.gt/sitio/registration_policy.php?lang=en
gt,ind.gt,GT,,https://www.gt/sitio/registration_policy.php?lang=en
gt,mil.gt,GT,military,https://www.gt/sitio/registration_policy.php?lang=en
gt,net.gt,GT,,https://www.gt/sitio/registration_policy.php?lang=en
gt,org.gt,GT,,https://www.gt/sitio/registration_policy.php?lang=en
gt,to.gt,GT,,https://voxel.sh/dns
gu,com.gu,US,,https://www.uog.edu
gu,edu.gu,US,education,https://www.uog.edu
gu,gov.gu,US,government,https://www.uog.edu
gu,gu,US,,https://www.uog.edu
gu,guam.gu,US,,https://www.uog.edu
gu,info.gu,US,,https://www.uog.edu
gu,net.gu,US,,https://www.uog.edu
gu,org.gu,US,,https://www.uog.edu
gu,web.gu,US,,https://www.uog.edu
guardian,guardian,,,2015-07-30 The Guardian Life Insurance Company of America
gucci,gucci,,,2014-11-13 Guccio Gucci S.p.a.
guge,guge,,,2014-08-28 Charleston Road Registry Inc.
guide,guide,,,"2013-09-13 Binky Moon, LLC"
guitars,guitars,,,2013-11-14 XYZ.COM LLC
guru,guru,,,"2013-08-27 Binky Moon, LLC"
gw,gw,GW,,https://nic.gw/regras
gy,be.gy,GY,,https://voxel.sh/dns
gy,co.gy,GY,,https://en.wikipedia.org/wiki/.gy
gy,com.gy,GY,,https://en.wikipedia.org/wiki/.gy
gy,edu.gy,GY,education,https://en.wikipedia.org/wiki/.gy
gy,gov.gy,GY,government,https://en.wikipedia.org/wiki/.gy
gy,gy,GY,,https://en.wikipedia.org/wiki/.gy
gy,net.gy,GY,,https://en.wikipedia.org/wiki/.gy
gy,org.gy,GY,,https://en.wikipedia.org/wiki/.gy
hair,hair,,,2015-12-03 XYZ.COM LLC
hamburg,hamburg,DE,,2014-02-20 Hamburg Top-Level-Domain GmbH
hangout,hangout,,,2014-11-13 Charleston Road Registry Inc.
haus,haus,,,"2013-12-05 Dog Beach, LLC"
hbo,hbo,,,"2015-07-30 HBO Registry Services, Inc."
hdfc,hdfc,,,2015-07-30 HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED
hdfcbank,hdfcbank,,,2015-02-12 HDFC Bank Limited
health,health,,,"2015-02-11 DotHealth, LLC"
health,hra.health,,,https://medicomhealth.com
healthcare,healthcare,,,"2014-06-12 Binky Moon, LLC"
help,help,,,2014-06-26 Innovation service Limited
helsinki,helsinki,,,2015-02-05 City of Helsinki
here,here,,,2014-02-06 Charleston Road Registry Inc.
hermes,hermes,,,2014-07-10 HERMES INTERNATIONAL
hgtv,hgtv,,,"2015-07-02 Lifestyle Domain Holdings, Inc."
hiphop,hiphop,,,"2014-03-06 Dot Hip Hop, LLC"
hisamitsu,hisamitsu,,,"2015-07-16 Hisamitsu Pharmaceutical Co.,Inc."
hitachi,hitachi,,,"2014-10-31 Hitachi, Ltd."
hiv,hiv,,,2014-03-13 UNR Corp.
hk,blogspot.hk,CN,,http://www.goip.de
hk,com.hk,CN,,https://www.hkirc.hk
hk,edu.hk,CN,education,https://www.hkirc.hk
hk,gov.hk,CN,government,https://www.hkirc.hk
hk,hk,CN,,https://www.hkirc.hk
hk,idv.hk,CN,,https://www.hkirc.hk
hk,inc.hk,CN,,http://www.udr.hk.com
hk,ltd.hk,CN,,http://www.udr.hk.com
hk,net.hk,CN,,https://www.hkirc.hk
hk,org.hk,CN,,https://www.hkirc.hk
hk,secaas.hk,CN,,https://www.heroku.com
hk,个人.hk,CN,,https://www.hkirc.hk
hk,個人.hk,CN,,https://www.hkirc.hk
hk,公司.hk,CN,,https://www.hkirc.hk
hk,政府.hk,CN,,https://www.hkirc.hk
hk,敎育.hk,CN,,https://www.hkirc.hk
hk,教育.hk,CN,,https://www.hkirc.hk
hk,箇人.hk,CN,,https://www.hkirc.hk
hk,組織.hk,CN,,https://www.hkirc.hk
hk,組织.hk,CN,,https://www.hkirc.hk
hk,網絡.hk,CN,,https://www.hkirc.hk
hk,網络.hk,CN,,https://www.hkirc.hk
hk,组織.hk,CN,,https://www.hkirc.hk
hk,组织.hk,CN,,https://www.hkirc.hk
hk,网絡.hk,CN,,https://www.hkirc.hk
hk,网络.hk,CN,,https://www.hkirc.hk
hkt,hkt,,,2015-05-14 PCCW-HKT DataCom Services Limited
hm,hm,AU,,https://en.wikipedia.org/wiki/.hm
hn,cc.hn,HN,,https://voxel.sh/dns
hn,com.hn,HN,,"http://www.nic.hn/politicas/ps02,,05.html"
hn,edu.hn,HN,education,"http://www.nic.hn/politicas/ps02,,05.html"
hn,gob.hn,HN,government,"http://www.nic.hn/politicas/ps02,,05.html"
hn,hn,HN,,"http://www.nic.hn/politicas/ps02,,05.html"
hn,mil.hn,HN,military,"http://www.nic.hn/politicas/ps02,,05.html"
hn,net.hn,HN,,"http://www.nic.hn/politicas/ps02,,05.html"
hn,org.hn,HN,,"http://www.nic.hn/politicas/ps02,,05.html"
hockey,hockey,,,"2015-03-19 Binky Moon, LLC"
holdings,holdings,,,"2013-08-27 Binky Moon, LLC"
holiday,holiday,,,"2013-11-07 Binky Moon, LLC"
homedepot,homedepot,,,"2015-04-02 Home Depot Product Authority, LLC"
homegoods,homegoods,,,"2015-07-16 The TJX Companies, Inc."
homes,homes,,,2014-01-09 XYZ.COM LLC
homesense,homesense,,,"2015-07-16 The TJX Companies, Inc."
