tld,suffix,country,category,reference
lk,assn.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,com.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,edu.lk,LK,education,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,gov.lk,LK,government,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,grp.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,hotel.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,int.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,ltd.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,net.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,ngo.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,org.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,sch.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,soc.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
lk,web.lk,LK,,https://www.nic.lk/index.php/domain-registration/lk-domain-naming-structure
llc,llc,,,2017-12-14 Identity Digital Limited
llp,llp,,,2019-08-26 Intercap Registry Inc.
loan,loan,,,2014-11-20 dot Loan Limited
loans,loans,,,"2014-03-20 Binky Moon, LLC"
locker,locker,,,2015-06-04 Dish DBS Corporation
locus,locus,,,2015-06-25 Locus Analytics LLC
loft,loft,,,"2015-07-30 Annco, Inc."
lol,lol,,,2015-01-30 XYZ.COM LLC
lol,omg.lol,,,<https://omg.lol>
london,london,GB,,2013-11-14 Dot London Domains Limited
lotte,lotte,,,"2014-11-07 Lotte Holdings Co., Ltd."
lotto,lotto,,,2014-04-10 Identity Digital Limited
love,love,,,2014-12-22 Merchant Law Group LLP
lpl,lpl,,,"2015-07-30 LPL Holdings, Inc."
lplfinancial,lplfinancial,,,"2015-07-30 LPL Holdings, Inc."
lr,com.lr,LR,,http://psg.com/dns/lr/lr.txt
lr,edu.lr,LR,education,http://psg.com/dns/lr/lr.txt
lr,gov.lr,LR,government,http://psg.com/dns/lr/lr.txt
lr,lr,LR,,http://psg.com/dns/lr/lr.txt
lr,net.lr,LR,,http://psg.com/dns/lr/lr.txt
lr,org.lr,LR,,http://psg.com/dns/lr/lr.txt
ls,ac.ls,LS,education,http://www.nic.ls
ls,biz.ls,LS,,http://www.nic.ls
ls,co.ls,LS,,http://www.nic.ls
ls,de.ls,LS,,https://voxel.sh/dns
ls,edu.ls,LS,education,http://www.nic.ls
ls,gov.ls,LS,government,http://www.nic.ls https://en.wikipedia.org/wiki/.ls
ls,info.ls,LS,,http://www.nic.ls
ls,ls,LS,,http://www.nic.ls
ls,net.ls,LS,,http://www.nic.ls
ls,org.ls,LS,,http://www.nic.ls
ls,sc.ls,LS,,http://www.nic.ls
lt,blogspot.lt,LT,,http://www.goip.de
lt,gov.lt,LT,government,http://www.gov.lt/index_en.php
lt,lt,LT,,https://en.wikipedia.org/wiki/.lt
ltd,ltd,,,"2014-09-25 Binky Moon, LLC"
ltda,ltda,,,"2014-04-17 InterNetX, Corp"
lu,123website.lu,LU,,https://www.omnibond.com
lu,blogspot.lu,LU,,http://www.goip.de
lu,lu,LU,,http://www.dns.lu/en
lundbeck,lundbeck,,,2015-08-06 H. Lundbeck A/S
luxe,luxe,,,"2014-01-09 Registry Services, LLC"
luxury,luxury,,,"2013-10-17 Luxury Partners, LLC"
lv,asn.lv,LV,,http://www.nic.lv/DNS/En/generic.php
lv,com.lv,LV,,http://www.nic.lv/DNS/En/generic.php
lv,conf.lv,LV,,http://www.nic.lv/DNS/En/generic.php
lv,edu.lv,LV,education,http://www.nic.lv/DNS/En/generic.php
lv,gov.lv,LV,government,http://www.nic.lv/DNS/En/generic.php
lv,id.lv,LV,,http://www.nic.lv/DNS/En/generic.php
lv,lv,LV,,http://www.nic.lv/DNS/En/generic.php
lv,mil.lv,LV,military,http://www.nic.lv/DNS/En/generic.php
lv,net.lv,LV,,http://www.nic.lv/DNS/En/generic.php
lv,org.lv,LV,,http://www.nic.lv/DNS/En/generic.php
ly,com.ly,LY,,http://www.nic.ly/regulations.php
ly,edu.ly,LY,education,http://www.nic.ly/regulations.php
ly,gov.ly,LY,government,http://www.nic.ly/regulations.php
ly,id.ly,LY,,http://www.nic.ly/regulations.php
ly,ly,LY,,http://www.nic.ly/regulations.php
ly,med.ly,LY,,http://www.nic.ly/regulations.php
ly,net.ly,LY,,http://www.nic.ly/regulations.php
ly,org.ly,LY,,http://www.nic.ly/regulations.php
ly,plc.ly,LY,,http://www.nic.ly/regulations.php
ly,sch.ly,LY,,http://www.nic.ly/regulations.php
ma,ac.ma,MA,education,https://en.wikipedia.org/wiki/.ma
ma,co.ma,MA,,https://en.wikipedia.org/wiki/.ma
ma,gov.ma,MA,government,https://en.wikipedia.org/wiki/.ma
ma,ma,MA,,https://en.wikipedia.org/wiki/.ma
ma,net.ma,MA,,https://en.wikipedia.org/wiki/.ma
ma,org.ma,MA,,https://en.wikipedia.org/wiki/.ma
ma,press.ma,MA,,https://en.wikipedia.org/wiki/.ma
macys,macys,,,"2015-07-31 Macys, Inc."
madrid,madrid,,,2014-05-01 Comunidad de Madrid
maif,maif,,,2014-10-02 Mutuelle Assurance Instituteur France (MAIF)
maison,maison,,,"2013-12-05 Binky Moon, LLC"
makeup,makeup,,,2015-01-15 XYZ.COM LLC
man,man,,,2014-12-04 MAN SE
management,management,,,"2013-11-07 Binky Moon, LLC"
management,router.management,,,http://www.viprinet.com
mango,mango,,,2013-10-24 PUNTO FA S.L.
map,map,,,2016-06-09 Charleston Road Registry Inc.
market,market,,,"2014-03-06 Dog Beach, LLC"
marketing,marketing,,,"2013-11-07 Binky Moon, LLC"
markets,markets,,,"2014-12-11 Dog Beach, LLC"
marriott,marriott,,,2014-10-09 Marriott Worldwide Corporation
marshalls,marshalls,,,"2015-07-16 The TJX Companies, Inc."
maserati,maserati,,,2015-07-31 Fiat Chrysler Automobiles N.V.
mattel,mattel,,,"2015-08-06 Mattel Sites, Inc."
mba,mba,,,"2015-04-02 Binky Moon, LLC"
mc,asso.mc,MC,,http://www.nic.mc
mc,mc,MC,,http://www.nic.mc
mc,tm.mc,MC,,http://www.nic.mc
mckinsey,mckinsey,,,"2015-07-31 McKinsey Holdings, Inc."
md,at.md,MD,,https://voxel.sh/dns
md,blogspot.md,MD,,http://www.goip.de
md,de.md,MD,,https://voxel.sh/dns
md,gov.md,MD,government,
md,jp.md,MD,,https://voxel.sh/dns
md,md,MD,,https://en.wikipedia.org/wiki/.md
md,to.md,MD,,https://voxel.sh/dns
me,ac.me,ME,education,https://en.wikipedia.org/wiki/.me
me,barsy.me,ME,,https://lukanet.com
me,brasilia.me,ME,,https://noip.com
me,c66.me,ME,,https://www.cloud66.com
me,co.me,ME,,https://en.wikipedia.org/wiki/.me
me,daplie.me,ME,,https://daplie.com
me,ddns.me,ME,,https://noip.com
me,diskstation.me,ME,,https://www.synology.com
me,dnsfor.me,ME,,https://noip.com
me,dscloud.me,ME,,https://www.synology.com
me,edgestack.me,ME,,https://www.datawire.io
me,edu.me,ME,education,https://en.wikipedia.org/wiki/.me
me,filegear-au.me,ME,,https://www.filegear.com
me,filegear-de.me,ME,,https://www.filegear.com
me,filegear-gb.me,ME,,https://www.filegear.com
me,filegear-ie.me,ME,,https://www.filegear.com
me,filegear-jp.me,ME,,https://www.filegear.com
me,filegear-sg.me,ME,,https://www.filegear.com
me,filegear.me,ME,,https://www.filegear.com
me,glitch.me,ME,,https://glitch.com
me,gov.me,ME,government,https://en.wikipedia.org/wiki/.me
me,hopto.me,ME,,https://noip.com
me,i234.me,ME,,https://www.synology.com
me,its.me,ME,,https://en.wikipedia.org/wiki/.me
me,localhost.daplie.me,ME,,https://daplie.com
me,loginto.me,ME,,https://noip.com
me,lohmus.me,ME,,https://lokalized.nl
me,mcdir.me,ME,,https://mchost.ru
me,mcpe.me,ME,,https://mcpe.me
me,me,ME,,https://en.wikipedia.org/wiki/.me
me,myds.me,ME,,https://www.synology.com
me,net.me,ME,,https://en.wikipedia.org/wiki/.me
me,nohost.me,ME,,https://yunohost.org
me,noip.me,ME,,https://noip.com
me,org.me,ME,,https://en.wikipedia.org/wiki/.me
me,priv.me,ME,,https://en.wikipedia.org/wiki/.me
me,ravendb.me,ME,,https://www.heroku.com
me,site.transip.me,ME,,https://www.transip.nl
me,soundcast.me,ME,,https://now-dns.com
me,synology.me,ME,,https://www.synology.com
me,tbits.me,ME,,http://www.townnews.com
me,tcp4.me,ME,,https://now-dns.com
me,vp4.me,ME,,https://www.smoove.io
me,webhop.me,ME,,https://noip.com
me,wedeploy.me,ME,,https://www.wedeploy.com
me,yombo.me,ME,,https://yombo.net
med,med,,,2015-08-06 Medistry LLC
media,framer.media,,,https://www.framer.com
media,media,,,"2014-03-06 Binky Moon, LLC"
meet,meet,,,2014-01-16 Charleston Road Registry Inc.
melbourne,melbourne,AU,,"2014-05-29 The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation"
meme,meme,,,2014-01-30 Charleston Road Registry Inc.
memorial,memorial,,,"2014-10-16 Dog Beach, LLC"
men,men,,,2015-02-26 Exclusive Registry Limited
menu,barsy.menu,,,https://lukanet.com
menu,menu,,,"2013-09-11 Dot Menu Registry, LLC"
merckmsd,merckmsd,,,"2016-07-14 MSD Registry Holdings, Inc."
mg,co.mg,MG,,http://nic.mg/nicmg/?page_id=39
mg,com.mg,MG,,http://nic.mg/nicmg/?page_id=39
mg,edu.mg,MG,education,http://nic.mg/nicmg/?page_id=39
mg,gov.mg,MG,government,http://nic.mg/nicmg/?page_id=39
mg,mg,MG,,http://nic.mg/nicmg/?page_id=39
mg,mil.mg,MG,military,http://nic.mg/nicmg/?page_id=39
mg,nom.mg,MG,,http://nic.mg/nicmg/?page_id=39
mg,org.mg,MG,,http://nic.mg/nicmg/?page_id=39
mg,prd.mg,MG,,http://nic.mg/nicmg/?page_id=39
mg,tm.mg,MG,,http://nic.mg/nicmg/?page_id=39
mh,mh,MH,,https://en.wikipedia.org/wiki/.mh
miami,miami,US,,"2013-12-19 Registry Services, LLC"
microsoft,microsoft,,,2014-12-18 Microsoft Corporation
mil,mil,US,military,https://en.wikipedia.org/wiki/.mil
mini,mini,,,2014-01-09 Bayerische Motoren Werke Aktiengesellschaft
mint,mint,,,"2015-07-30 Intuit Administrative Services, Inc."
mit,mit,,,2015-07-02 Massachusetts Institute of Technology
mitsubishi,mitsubishi,,,2015-07-23 Mitsubishi Corporation
mk,blogspot.mk,MK,,http://www.goip.de
mk,com.mk,MK,,https://en.wikipedia.org/wiki/.mk
mk,edu.mk,MK,education,https://en.wikipedia.org/wiki/.mk
mk,gov.mk,MK,government,https://en.wikipedia.org/wiki/.mk
mk,inf.mk,MK,,https://en.wikipedia.org/wiki/.mk
mk,mk,MK,,https://en.wikipedia.org/wiki/.mk
mk,name.mk,MK,,https://en.wikipedia.org/wiki/.mk
mk,net.mk,MK,,https://en.wikipedia.org/wiki/.mk
mk,org.mk,MK,,https://en.wikipedia.org/wiki/.mk
ml,com.ml,ML,,http://www.gobin.info/domainname/ml-template.doc
ml,edu.ml,ML,education,http://www.gobin.info/domainname/ml-template.doc
ml,gouv.ml,ML,government,http://www.gobin.info/domainname/ml-template.doc
ml,gov.ml,ML,government,http://www.gobin.info/domainname/ml-template.doc
ml,ml,ML,,http://www.gobin.info/domainname/ml-template.doc
ml,net.ml,ML,,http://www.gobin.info/domainname/ml-template.doc
ml,org.ml,ML,,http://www.gobin.info/domainname/ml-template.doc
ml,presse.ml,ML,,http://www.gobin.info/domainname/ml-template.doc
mlb,mlb,,,"2015-05-21 MLB Advanced Media DH, LLC"
mls,mls,,,2015-04-23 The Canadian Real Estate Association
mm,gov.mm,MM,government,https://en.wikipedia.org/wiki/.mm
mma,mma,,,2014-11-07 MMA IARD
mn,edu.mn,MN,education,https://en.wikipedia.org/wiki/.mn
mn,gov.mn,MN,government,https://en.wikipedia.org/wiki/.mn
mn,mn,MN,,https://en.wikipedia.org/wiki/.mn
mn,nyc.mn,MN,,http://www.information.nyc.mn
mn,org.mn,MN,,https://en.wikipedia.org/wiki/.mn
mo,com.mo,MO,,http://www.monic.net.mo
mo,edu.mo,MO,education,http://www.monic.net.mo
mo,gov.mo,MO,government,http://www.monic.net.mo
mo,mo,MO,,http://www.monic.net.mo
mo,net.mo,MO,,http://www.monic.net.mo
mo,org.mo,MO,,http://www.monic.net.mo
mobi,barsy.mobi,,,https://lukanet.com
mobi,dscloud.mobi,,,https://www.synology.com
mobi,mobi,,,https://en.wikipedia.org/wiki/.mobi
mobile,mobile,,,2016-06-02 Dish DBS Corporation
moda,moda,,,"2013-11-07 Dog Beach, LLC"
moe,moe,,,2013-11-13 Interlink Systems Innovation Institute K.K.
moi,moi,,,"2014-12-18 Amazon Registry Services, Inc."
mom,mom,,,2015-04-16 XYZ.COM LLC
monash,monash,,,2013-09-30 Monash University
money,money,,,"2014-10-16 Binky Moon, LLC"
monster,monster,,,2015-09-11 XYZ.COM LLC
mormon,mormon,,,"2013-12-05 IRI Domain Management, LLC"
mortgage,mortgage,,,"2014-03-20 Dog Beach, LLC"
moscow,moscow,,,2013-12-19 Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)
moto,moto,,,"2015-06-04 Motorola Trademark Holdings, LLC"
motorcycles,motorcycles,,,2014-01-09 XYZ.COM LLC
mov,mov,,,2014-01-30 Charleston Road Registry Inc.
movie,movie,,,"2015-02-05 Binky Moon, LLC"
mp,gov.mp,US,government,https://en.wikipedia.org/wiki/.mp
mp,ju.mp,US,,https://carrd.co
mp,mp,US,,http://www.dot.mp
mq,mq,FR,,https://en.wikipedia.org/wiki/.mq
mr,blogspot.mr,MR,,http://www.goip.de
mr,gov.mr,MR,government,https://en.wikipedia.org/wiki/.mr
mr,mr,MR,,https://en.wikipedia.org/wiki/.mr
ms,com.ms,MS,,http://www.nic.ms/pdf/MS_Domain_Name_Rules.pdf
ms,edu.ms,MS,education,http://www.nic.ms/pdf/MS_Domain_Name_Rules.pdf
ms,gov.ms,MS,government,http://www.nic.ms/pdf/MS_Domain_Name_Rules.pdf
ms,lab.ms,MS,,https://www.gentlent.com
ms,minisite.ms,MS,,https://www.senseering.de
ms,ms,MS,,http://www.nic.ms/pdf/MS_Domain_Name_Rules.pdf
ms,net.ms,MS,,http://www.nic.ms/pdf/MS_Domain_Name_Rules.pdf
ms,org.ms,MS,,http://www.nic.ms/pdf/MS_Domain_Name_Rules.pdf
msd,msd,,,"2015-07-23 MSD Registry Holdings, Inc."
mt,blogspot.com.mt,MT,,http://www.goip.de
mt,com.mt,MT,,https://www.nic.org.mt/go/policy
mt,edu.mt,MT,education,https://www.nic.org.mt/go/policy
mt,gov.mt,MT,government,https://en.wikipedia.org/wiki/.mt
mt,mt,MT,,https://www.nic.org.mt/go/policy
mt,net.mt,MT,,https://www.nic.org.mt/go/policy
mt,org.mt,MT,,https://www.nic.org.mt/go/policy
mtn,mtn,,,2014-12-04 MTN Dubai Limited
mtr,mtr,,,2015-03-12 MTR Corporation Limited
mu,ac.mu,MU,education,https://en.wikipedia.org/wiki/.mu
mu,co.mu,MU,,https://en.wikipedia.org/wiki/.mu
mu,com.mu,MU,,https://en.wikipedia.org/wiki/.mu
mu,gov.mu,MU,government,https://en.wikipedia.org/wiki/.mu
mu,mu,MU,,https://en.wikipedia.org/wiki/.mu
mu,net.mu,MU,,https://en.wikipedia.org/wiki/.mu
mu,or.mu,MU,,https://en.wikipedia.org/wiki/.mu
mu,org.mu,MU,,https://en.wikipedia.org/wiki/.mu
museum,academy.museum,,museum,http://about.museum/naming
museum,agriculture.museum,,museum,http://about.museum/naming
museum,air.museum,,museum,http://about.museum/naming
museum,airguard.museum,,museum,http://about.museum/naming
museum,alabama.museum,,museum,http://about.museum/naming
museum,alaska.museum,,museum,http://about.museum/naming
museum,amber.museum,,museum,http://about.museum/naming
museum,ambulance.museum,,museum,http://about.museum/naming
museum,american.museum,,museum,http://about.museum/naming
museum,americana.museum,,museum,http://about.museum/naming
museum,americanantiques.museum,,museum,http://about.museum/naming
museum,americanart.museum,,museum,http://about.museum/naming
museum,amsterdam.museum,,museum,http://about.museum/naming
museum,and.museum,,museum,http://about.museum/naming
museum,annefrank.museum,,museum,http://about.museum/naming
museum,anthro.museum,,museum,http://about.museum/naming
museum,anthropology.museum,,museum,http://about.museum/naming
museum,antiques.museum,,museum,http://about.museum/naming
museum,aquarium.museum,,museum,http://about.museum/naming
museum,arboretum.museum,,museum,http://about.museum/naming
museum,archaeological.museum,,museum,http://about.museum/naming
museum,archaeology.museum,,museum,http://about.museum/naming
museum,architecture.museum,,museum,http://about.museum/naming
museum,art.museum,,museum,http://about.museum/naming
museum,artanddesign.museum,,museum,http://about.museum/naming
museum,artcenter.museum,,museum,http://about.museum/naming
museum,artdeco.museum,,museum,http://about.museum/naming
museum,arteducation.museum,,museum,http://about.museum/naming
museum,artgallery.museum,,museum,http://about.museum/naming
museum,arts.museum,,museum,http://about.museum/naming
museum,artsandcrafts.museum,,museum,http://about.museum/naming
museum,asmatart.museum,,museum,http://about.museum/naming
museum,assassination.museum,,museum,http://about.museum/naming
museum,assisi.museum,,museum,http://about.museum/naming
museum,association.museum,,museum,http://about.museum/naming
museum,astronomy.museum,,museum,http://about.museum/naming
museum,atlanta.museum,,museum,http://about.museum/naming
museum,austin.museum,,museum,http://about.museum/naming
museum,australia.museum,,museum,http://about.museum/naming
museum,automotive.museum,,museum,http://about.museum/naming
museum,aviation.museum,,museum,http://about.museum/naming
museum,axis.museum,,museum,http://about.museum/naming
museum,badajoz.museum,,museum,http://about.museum/naming
museum,baghdad.museum,,museum,http://about.museum/naming
museum,bahn.museum,,museum,http://about.museum/naming
museum,bale.museum,,museum,http://about.museum/naming
museum,baltimore.museum,,museum,http://about.museum/naming
museum,barcelona.museum,,museum,http://about.museum/naming
museum,baseball.museum,,museum,http://about.museum/naming
museum,basel.museum,,museum,http://about.museum/naming
museum,baths.museum,,museum,http://about.museum/naming
museum,bauern.museum,,museum,http://about.museum/naming
museum,beauxarts.museum,,museum,http://about.museum/naming
museum,beeldengeluid.museum,,museum,http://about.museum/naming
museum,bellevue.museum,,museum,http://about.museum/naming
museum,bergbau.museum,,museum,http://about.museum/naming
museum,berkeley.museum,,museum,http://about.museum/naming
museum,berlin.museum,,museum,http://about.museum/naming
museum,bern.museum,,museum,http://about.museum/naming
museum,bible.museum,,museum,http://about.museum/naming
museum,bilbao.museum,,museum,http://about.museum/naming
museum,bill.museum,,museum,http://about.museum/naming
museum,birdart.museum,,museum,http://about.museum/naming
museum,birthplace.museum,,museum,http://about.museum/naming
museum,bonn.museum,,museum,http://about.museum/naming
museum,boston.museum,,museum,http://about.museum/naming
museum,botanical.museum,,museum,http://about.museum/naming
museum,botanicalgarden.museum,,museum,http://about.museum/naming
museum,botanicgarden.museum,,museum,http://about.museum/naming
museum,botany.museum,,museum,http://about.museum/naming
museum,brandywinevalley.museum,,museum,http://about.museum/naming
museum,brasil.museum,,museum,http://about.museum/naming
museum,bristol.museum,,museum,http://about.museum/naming
museum,british.museum,,museum,http://about.museum/naming
museum,britishcolumbia.museum,,museum,http://about.museum/naming
museum,broadcast.museum,,museum,http://about.museum/naming
museum,brunel.museum,,museum,http://about.museum/naming
museum,brussel.museum,,museum,http://about.museum/naming
museum,brussels.museum,,museum,http://about.museum/naming
museum,bruxelles.museum,,museum,http://about.museum/naming
museum,building.museum,,museum,http://about.museum/naming
museum,burghof.museum,,museum,http://about.museum/naming
museum,bus.museum,,museum,http://about.museum/naming
museum,bushey.museum,,museum,http://about.museum/naming
museum,cadaques.museum,,museum,http://about.museum/naming
museum,california.museum,,museum,http://about.museum/naming
museum,cambridge.museum,,museum,http://about.museum/naming
museum,can.museum,,museum,http://about.museum/naming
museum,canada.museum,,museum,http://about.museum/naming
museum,capebreton.museum,,museum,http://about.museum/naming
museum,carrier.museum,,museum,http://about.museum/naming
museum,cartoonart.museum,,museum,http://about.museum/naming
museum,casadelamoneda.museum,,museum,http://about.museum/naming
museum,castle.museum,,museum,http://about.museum/naming
museum,castres.museum,,museum,http://about.museum/naming
museum,celtic.museum,,museum,http://about.museum/naming
museum,center.museum,,museum,http://about.museum/naming
museum,chattanooga.museum,,museum,http://about.museum/naming
museum,cheltenham.museum,,museum,http://about.museum/naming
museum,chesapeakebay.museum,,museum,http://about.museum/naming
museum,chicago.museum,,museum,http://about.museum/naming
museum,children.museum,,museum,http://about.museum/naming
museum,childrens.museum,,museum,http://about.museum/naming
museum,childrensgarden.museum,,museum,http://about.museum/naming
museum,chiropractic.museum,,museum,http://about.museum/naming
museum,chocolate.museum,,museum,http://about.museum/naming
museum,christiansburg.museum,,museum,http://about.museum/naming
museum,cincinnati.museum,,museum,http://about.museum/naming
museum,cinema.museum,,museum,http://about.museum/naming
museum,circus.museum,,museum,http://about.museum/naming
museum,civilisation.museum,,museum,http://about.museum/naming
museum,civilization.museum,,museum,http://about.museum/naming
museum,civilwar.museum,,museum,http://about.museum/naming
museum,clinton.museum,,museum,http://about.museum/naming
museum,clock.museum,,museum,http://about.museum/naming
museum,coal.museum,,museum,http://about.museum/naming
museum,coastaldefence.museum,,museum,http://about.museum/naming
museum,cody.museum,,museum,http://about.museum/naming
museum,coldwar.museum,,museum,http://about.museum/naming
museum,collection.museum,,museum,http://about.museum/naming
museum,colonialwilliamsburg.museum,,museum,http://about.museum/naming
museum,coloradoplateau.museum,,museum,http://about.museum/naming
museum,columbia.museum,,museum,http://about.museum/naming
museum,columbus.museum,,museum,http://about.museum/naming
museum,communication.museum,,museum,http://about.museum/naming
museum,communications.museum,,museum,http://about.museum/naming
museum,community.museum,,museum,http://about.museum/naming
museum,computer.museum,,museum,http://about.museum/naming
museum,computerhistory.museum,,museum,http://about.museum/naming
museum,comunicações.museum,,museum,http://about.museum/naming
museum,contemporary.museum,,museum,http://about.museum/naming
museum,contemporaryart.museum,,museum,http://about.museum/naming
museum,convent.museum,,museum,http://about.museum/naming
museum,copenhagen.museum,,museum,http://about.museum/naming
museum,corporation.museum,,museum,http://about.museum/naming
museum,correios-e-telecomunicações.museum,,museum,http://about.museum/naming
museum,corvette.museum,,museum,http://about.museum/naming
museum,costume.museum,,museum,http://about.museum/naming
museum,countryestate.museum,,museum,http://about.museum/naming
museum,county.museum,,museum,http://about.museum/naming
museum,crafts.museum,,museum,http://about.museum/naming
museum,cranbrook.museum,,museum,http://about.museum/naming
museum,creation.museum,,museum,http://about.museum/naming
museum,cultural.museum,,museum,http://about.museum/naming
museum,culturalcenter.museum,,museum,http://about.museum/naming
museum,culture.museum,,museum,http://about.museum/naming
museum,cyber.museum,,museum,http://about.museum/naming
museum,cymru.museum,,museum,http://about.museum/naming
museum,dali.museum,,museum,http://about.museum/naming
museum,dallas.museum,,museum,http://about.museum/naming
museum,database.museum,,museum,http://about.museum/naming
museum,ddr.museum,,museum,http://about.museum/naming
museum,decorativearts.museum,,museum,http://about.museum/naming
museum,delaware.museum,,museum,http://about.museum/naming
museum,delmenhorst.museum,,museum,http://about.museum/naming
museum,denmark.museum,,museum,http://about.museum/naming
museum,depot.museum,,museum,http://about.museum/naming
museum,design.museum,,museum,http://about.museum/naming
museum,detroit.museum,,museum,http://about.museum/naming
museum,dinosaur.museum,,museum,http://about.museum/naming
museum,discovery.museum,,museum,http://about.museum/naming
museum,dolls.museum,,museum,http://about.museum/naming
museum,donostia.museum,,museum,http://about.museum/naming
museum,durham.museum,,museum,http://about.museum/naming
museum,eastafrica.museum,,museum,http://about.museum/naming
museum,eastcoast.museum,,museum,http://about.museum/naming
museum,education.museum,,museum,http://about.museum/naming
museum,educational.museum,,museum,http://about.museum/naming
museum,egyptian.museum,,museum,http://about.museum/naming
museum,eisenbahn.museum,,museum,http://about.museum/naming
museum,elburg.museum,,museum,http://about.museum/naming
museum,elvendrell.museum,,museum,http://about.museum/naming
museum,embroidery.museum,,museum,http://about.museum/naming
museum,encyclopedic.museum,,museum,http://about.museum/naming
museum,england.museum,,museum,http://about.museum/naming
museum,entomology.museum,,museum,http://about.museum/naming
museum,environment.museum,,museum,http://about.museum/naming
museum,environmentalconservation.museum,,museum,http://about.museum/naming
museum,epilepsy.museum,,museum,http://about.museum/naming
museum,essex.museum,,museum,http://about.museum/naming
museum,estate.museum,,museum,http://about.museum/naming
museum,ethnology.museum,,museum,http://about.museum/naming
museum,exeter.museum,,museum,http://about.museum/naming
museum,exhibition.museum,,museum,http://about.museum/naming
museum,family.museum,,museum,http://about.museum/naming
museum,farm.museum,,museum,http://about.museum/naming
museum,farmequipment.museum,,museum,http://about.museum/naming
museum,farmers.museum,,museum,http://about.museum/naming
museum,farmstead.museum,,museum,http://about.museum/naming
museum,field.museum,,museum,http://about.museum/naming
museum,figueres.museum,,museum,http://about.museum/naming
museum,filatelia.museum,,museum,http://about.museum/naming
museum,film.museum,,museum,http://about.museum/naming
museum,fineart.museum,,museum,http://about.museum/naming
museum,finearts.museum,,museum,http://about.museum/naming
museum,finland.museum,,museum,http://about.museum/naming
museum,flanders.museum,,museum,http://about.museum/naming
museum,florida.museum,,museum,http://about.museum/naming
museum,force.museum,,museum,http://about.museum/naming
museum,fortmissoula.museum,,museum,http://about.museum/naming
museum,fortworth.museum,,museum,http://about.museum/naming
museum,foundation.museum,,museum,http://about.museum/naming
museum,francaise.museum,,museum,http://about.museum/naming
museum,frankfurt.museum,,museum,http://about.museum/naming
museum,franziskaner.museum,,museum,http://about.museum/naming
museum,freemasonry.museum,,museum,http://about.museum/naming
museum,freiburg.museum,,museum,http://about.museum/naming
museum,fribourg.museum,,museum,http://about.museum/naming
museum,frog.museum,,museum,http://about.museum/naming
museum,fundacio.museum,,museum,http://about.museum/naming
museum,furniture.museum,,museum,http://about.museum/naming
museum,gallery.museum,,museum,http://about.museum/naming
museum,garden.museum,,museum,http://about.museum/naming
museum,gateway.museum,,museum,http://about.museum/naming
museum,geelvinck.museum,,museum,http://about.museum/naming
museum,gemological.museum,,museum,http://about.museum/naming
museum,geology.museum,,museum,http://about.museum/naming
museum,georgia.museum,,museum,http://about.museum/naming
museum,giessen.museum,,museum,http://about.museum/naming
museum,glas.museum,,museum,http://about.museum/naming
museum,glass.museum,,museum,http://about.museum/naming
museum,gorge.museum,,museum,http://about.museum/naming
museum,grandrapids.museum,,museum,http://about.museum/naming
museum,graz.museum,,museum,http://about.museum/naming
museum,guernsey.museum,,museum,http://about.museum/naming
museum,halloffame.museum,,museum,http://about.museum/naming
museum,hamburg.museum,,museum,http://about.museum/naming
museum,handson.museum,,museum,http://about.museum/naming
museum,harvestcelebration.museum,,museum,http://about.museum/naming
museum,hawaii.museum,,museum,http://about.museum/naming
museum,health.museum,,museum,http://about.museum/naming
museum,heimatunduhren.museum,,museum,http://about.museum/naming
museum,hellas.museum,,museum,http://about.museum/naming
museum,helsinki.museum,,museum,http://about.museum/naming
museum,hembygdsforbund.museum,,museum,http://about.museum/naming
museum,heritage.museum,,museum,http://about.museum/naming
museum,histoire.museum,,museum,http://about.museum/naming
museum,historical.museum,,museum,http://about.museum/naming
museum,historicalsociety.museum,,museum,http://about.museum/naming
museum,historichouses.museum,,museum,http://about.museum/naming
museum,historisch.museum,,museum,http://about.museum/naming
museum,historisches.museum,,museum,http://about.museum/naming
museum,history.museum,,museum,http://about.museum/naming
museum,historyofscience.museum,,museum,http://about.museum/naming
museum,horology.museum,,museum,http://about.museum/naming
